link_id,abs_key,source,target,wkt,nature,possol
347,TRONROUT0000000356599896,1874,1792,"LINESTRING (942944.3 6436899.3, 942960.6 6436888, 942985.9 6436886.3, 943004.8 6436899.3, 943030.3 6436915.6, 943067.4 6436939.2, 943076.2 6436947.1, 943090 6436955, 943135 6436965.4, 943171.2 6436975.9, 943190.1 6436980.8, 943209.7 6436990.1, 943231.5 6437000.7, 943243.8 6437005.7, 943263.4 6437010.6, 943301.1 6437009.6, 943329.9 6437005)",Sentier,0
348,TRONROUT0000000356599897,1792,1793,"LINESTRING (943329.9 6437005, 943367.5 6436988, 943378.5 6436985.6, 943390.7 6436983.8, 943402.2 6436983.1, 943415.6 6436980.1, 943432.1 6436976.5, 943466.9 6436971.6, 943501.9 6436962.7, 943510.8 6436960.5, 943524.2 6436958.8, 943534.7 6436958.8, 943546.4 6436959.9, 943578.8 6436966.7, 943593.4 6436967.9, 943606.2 6436967.9, 943618.3 6436967.9, 943626.9 6436965.5, 943636.6 6436961.8, 943645.7 6436957, 943657.9 6436952.1, 943671.9 6436949.7, 943685.3 6436946.6, 943698.7 6436941.7, 943705.4 6436936.3, 943718.2 6436925.3, 943731 6436919.2, 943738.3 6436915, 943753.5 6436914.4, 943762.6 6436915.6, 943770.6 6436920.4, 943777.9 6436921.7, 943788.2 6436921.7, 943797.9 6436920.4, 943808.9 6436919.2, 943816.8 6436920.4, 943829 6436924.1, 943836.9 6436927.7, 943845.4 6436932.6, 943857.6 6436935.1, 943916.1 6436949.4, 943943.3 6436956.1)",Sentier,0
349,TRONROUT0000000356599911,1793,1886,"LINESTRING (943943.3 6436956.1, 943945.8 6436956.1, 943966.5 6436952.9, 944010.4 6436943.4, 944061.4 6436909.6, 944090.3 6436900, 944116.4 6436899.8, 944171.4 6436906, 944261.7 6436955.2, 944313.9 6436985.7, 944363.2 6436998.2, 944396.6 6436999.4, 944426.2 6436992.6)",Sentier,0
350,TRONROUT0000002002037874,1729,1807,"LINESTRING (942609 6437395.4, 942579.3 6437366.5, 942552.3 6437337.1, 942546.3 6437332.2)",Sentier,0
351,TRONROUT0000002002037875,1894,1729,"LINESTRING (942695.3 6437394, 942669 6437397.9, 942650.2 6437400.2, 942630.8 6437400.2, 942609 6437395.4)",Route_a_1_chaussee,0
352,TRONROUT0000002005858350,1895,1896,"LINESTRING (942591.7 6436901.4, 942577.1 6436892.1, 942564.3 6436882.7, 942549.3 6436875.6, 942533.8 6436872.7, 942531.1 6436872.6, 942525.5 6436870.7, 942515 6436865.5, 942506.9 6436863.5, 942503.1 6436864, 942497.3 6436862.5, 942492 6436859.4, 942483.7 6436855.7, 942469 6436851.2)",Route_a_1_chaussee,0
353,TRONROUT0000002005858352,1896,1749,"LINESTRING (942469 6436851.2, 942462.6 6436847.8, 942453.6 6436841.7)",Chemin,0
354,TRONROUT0000002005858358,1897,1801,"LINESTRING (942655.6 6437139.6, 942671.9 6437072.4, 942656 6437011, 942647.7 6436954.8, 942645.6 6436936.6, 942638.8 6436930.4, 942628.4 6436921.6, 942627.6 6436919.7)",Sentier,0
355,TRONROUT0000002005858360,1451,1895,"LINESTRING (942613.5 6436910.8, 942608.5 6436910.1, 942603.4 6436908.2, 942598 6436905.6, 942591.7 6436901.4)",Route_a_1_chaussee,0
356,TRONROUT0000002006316569,1898,1884,"LINESTRING (945760.6 6436471.9, 945750.1 6436476, 945724.7 6436488.3, 945701.5 6436498.5, 945685.8 6436505, 945675.2 6436508.4, 945664.9 6436513.6, 945659.1 6436515.6, 945638.9 6436523.1)",Chemin,0
357,TRONROUT0000002205687018,1417,1855,"LINESTRING (942041.5 6437460.2, 942048.7 6437457, 942056.6 6437452.1)",Route_a_1_chaussee,0
358,TRONROUT0000002101378428,1899,1863,"LINESTRING (945522.9 6437103.7, 945527.3 6437109.4, 945531.7 6437113.7, 945536.4 6437119.6, 945538.3 6437122.6)",Route_a_1_chaussee,0
359,TRONROUT0000002101378437,1593,1900,"LINESTRING (945894.4 6436485.8, 945892.1 6436470.1, 945888.4 6436457.9, 945885.2 6436453.1, 945884.3 6436450.9, 945882.2 6436442.7)",Route_a_1_chaussee,0
360,TRONROUT0000002205687019,1901,1875,"LINESTRING (942114.9 6437470.3, 942116.4 6437457.1, 942120.5 6437446.8, 942130.5 6437429.5, 942138.3 6437416)",Route_a_1_chaussee,0
361,TRONROUT0000002206382947,1781,1862,"LINESTRING (946081.1 6436758.2, 946074.9 6436763.7, 946063.9 6436773.5, 946056.1 6436779.8, 946046.4 6436790, 946034.3 6436802.9, 946027 6436810, 946018 6436819.5, 946011.4 6436822.6, 946004.2 6436826.1, 945997.3 6436831.4, 946001.3 6436835.7, 946005.7 6436840.6, 946009 6436843.4, 946010.2 6436846.5)",Sentier,0
362,TRONROUT0000000336594563,1902,1903,"LINESTRING (938113.3 6432618.8, 938138.8 6432620.8, 938143 6432623.1, 938150 6432631.6, 938154.8 6432641.1, 938155.2 6432644.2, 938156.1 6432645.8, 938159.3 6432645.8, 938163.2 6432643.9, 938165.9 6432641.6, 938166.7 6432639.1, 938165.9 6432635.7, 938167.4 6432631.4, 938169.3 6432628.3, 938173.4 6432628.4, 938180.4 6432630.9, 938186 6432634.6, 938193.4 6432639.6, 938197.9 6432643.6, 938204.2 6432649.6, 938210.9 6432651.6, 938213.1 6432651.2, 938212.2 6432646.8, 938211.7 6432641.9, 938213.8 6432641, 938217 6432641.3, 938221.4 6432642.7, 938224.7 6432642.9, 938228.2 6432643.4, 938231.3 6432644.9, 938238 6432648.9, 938240.7 6432649.1, 938243.6 6432648.9)",Sentier,0
363,TRONROUT0000000336594566,1903,1904,"LINESTRING (938243.6 6432648.9, 938257.1 6432641.6, 938261.4 6432638.7, 938264.8 6432635.1, 938267.7 6432630.1, 938272.6 6432619.4, 938276.4 6432609.9, 938278.8 6432606, 938281.3 6432604.8, 938283.9 6432604.6, 938302.9 6432608.9, 938311.1 6432610.2, 938323.9 6432611.2, 938336.4 6432611.5, 938339.7 6432610.9)",Sentier,0
364,TRONROUT0000000336594564,1903,1905,"LINESTRING (938243.6 6432648.9, 938246.3 6432648.6, 938250.9 6432647.3, 938256.6 6432646.6, 938263.9 6432646.4, 938270 6432646.3, 938271.7 6432646.6, 938271.7 6432647.6, 938270.5 6432648.7, 938267.5 6432650.4, 938260.6 6432656.1, 938257.1 6432660, 938256.1 6432662, 938258.6 6432663.4, 938268.2 6432664.6, 938280.4 6432666.7, 938288.8 6432665.9, 938297.1 6432666, 938298.1 6432666.9, 938296.9 6432670.7, 938295.7 6432673.1, 938293 6432676.4, 938293 6432677.9, 938296.7 6432677.3, 938299.8 6432677, 938300.8 6432677.6, 938298.3 6432680.4, 938298 6432681.2, 938299.7 6432681.7, 938303.6 6432680.9, 938303.8 6432682, 938302.8 6432683.6, 938302.4 6432685.5, 938303.4 6432686.2, 938310.9 6432685.4, 938311.7 6432687.2, 938311 6432689.2, 938310.1 6432690.7, 938308.7 6432692.6, 938309.1 6432694, 938312.8 6432694.6, 938316.2 6432694.3, 938324.3 6432695.4, 938332.5 6432699.6, 938342.5 6432697.7, 938354.3 6432695.4, 938381.4 6432715.4, 938403.2 6432726, 938418.6 6432736.1, 938410.2 6432743.5, 938404.7 6432747.7, 938407.2 6432753, 938400.2 6432757.2, 938399.6 6432760.8, 938399.6 6432765.8, 938400.2 6432770.8, 938402.4 6432774.2, 938409.7 6432774.2, 938412.5 6432778.9, 938420.9 6432785.1, 938427.6 6432786.7, 938424.5 6432793.4, 938423.1 6432802.4, 938421.4 6432817.2, 938428.7 6432815.2, 938427.6 6432820.5, 938432.9 6432825, 938435.1 6432829.2, 938442.4 6432826.1, 938446.1 6432833.3, 938449.7 6432833.1, 938456.1 6432828.6, 938459.2 6432833.6, 938462.6 6432825.5, 938469 6432817.7, 938472.9 6432812.7, 938481.9 6432810.2, 938498.7 6432809.4, 938514 6432809.9, 938525.2 6432817.4, 938534.2 6432822.7, 938537.5 6432828.3, 938537.8 6432818.8, 938542.9 6432811.9, 938552.9 6432814.7, 938565.2 6432814.7, 938577.3 6432807.4, 938589.9 6432802.4, 938601.6 6432796.7, 938619.5 6432795.6, 938644.4 6432806.2, 938671.8 6432801.3)",Sentier,0
365,TRONROUT0000002206933078,1906,1907,"LINESTRING (939459.9 6439236.3, 939471.3 6439238.2, 939480.2 6439227.3, 939488.6 6439223.4, 939496.4 6439214.8, 939507.6 6439212.8, 939513.8 6439207.8, 939518 6439201.1, 939523 6439198.6, 939526.7 6439202.2, 939533.9 6439200.6, 939544.3 6439189.7, 939550.4 6439182.7, 939564.1 6439173.5, 939570.3 6439164.8, 939579.8 6439160.9, 939590.7 6439159.3, 939598 6439149.5, 939606.4 6439147, 939611.7 6439139.7, 939609.5 6439134.4, 939614.2 6439123.5, 939623.7 6439118.2, 939621.5 6439125.2, 939624.9 6439133.9, 939628.5 6439138.3, 939633.8 6439137.8, 939630.4 6439147.8, 939632.1 6439154.8, 939631.3 6439169, 939620.1 6439166.8, 939614.2 6439166.2, 939604.7 6439185.2, 939600.8 6439191.9, 939587.6 6439198, 939577 6439203.9, 939561.6 6439211.7, 939551.6 6439224.8, 939543.4 6439239.6, 939540.6 6439255.5, 939542.6 6439262.2, 939542 6439271.4, 939546.2 6439281.2, 939546 6439293.7, 939540.4 6439310.2, 939536.2 6439319.4, 939529.7 6439323.9, 939531.7 6439331.4, 939533.6 6439340.9, 939540.4 6439340, 939540.4 6439348.4, 939546 6439356.5, 939544.6 6439369.8, 939547.6 6439387.4, 939546.2 6439396.9, 939549.6 6439391, 939558.3 6439401.1, 939558 6439407.5, 939554.9 6439414.2, 939554.9 6439419.2, 939560.8 6439414.8, 939567.5 6439416.7, 939574.5 6439404.4, 939580.4 6439396.9, 939582.3 6439382.1, 939588.5 6439375.7, 939601.9 6439358.4, 939612.3 6439347.5, 939619.5 6439344.2, 939625.4 6439333, 939628.2 6439321.8, 939633.8 6439315.4, 939648.1 6439303.4)",Sentier,0
366,TRONROUT0000000008082653,1893,1908,"LINESTRING (942060.3 6437504.2, 942059.5 6437493.6, 942056.2 6437481.7)",Route_a_1_chaussee,0
367,TRONROUT0000000008081959,1909,1910,"LINESTRING (941687.4 6438301.3, 941691 6438307.9, 941693.5 6438316.9, 941694.3 6438325.1, 941694.6 6438331.9, 941693.4 6438346.6, 941693.2 6438357, 941693.2 6438367, 941692.4 6438377.7, 941690.8 6438390.6, 941689 6438399.2, 941686.4 6438406.3, 941685.8 6438421.2, 941687.3 6438430.2, 941685.5 6438445.9, 941684.9 6438453, 941682.9 6438465.1, 941679.2 6438477.3, 941675.8 6438487.4, 941671.8 6438493.8, 941668.6 6438498.4, 941667.1 6438504.8, 941666.9 6438510.5, 941666.1 6438515.8, 941663.7 6438523, 941659.6 6438529.8, 941654.7 6438534.9, 941649.2 6438540, 941645.1 6438546.7, 941640.9 6438552.1, 941637.4 6438555.6, 941633.7 6438563.4, 941631.6 6438568.8, 941631 6438583.3, 941624.4 6438611.5, 941617.8 6438626.9, 941599.9 6438664.3, 941586.5 6438691.8, 941576.1 6438704.9, 941561.4 6438722.9, 941543 6438739.8, 941523.5 6438758.8, 941519.2 6438766.2, 941515.2 6438773.1, 941510.8 6438784.8, 941506.9 6438791.4, 941502.3 6438795.8, 941497 6438798.2, 941483.1 6438801, 941470.3 6438805.2, 941462.2 6438819.1, 941451 6438841.6, 941440.6 6438851.6, 941425.9 6438863.8, 941414.5 6438876.2, 941411.6 6438880, 941408.7 6438883.9, 941396.7 6438891.8, 941380.7 6438904.2, 941368.8 6438914.6, 941356.6 6438928.7, 941342.1 6438944.1)",Route_a_1_chaussee,0
368,TRONROUT0000000008082610,1418,1894,"LINESTRING (942739 6437385.8, 942722.7 6437387.2, 942713.3 6437389.4, 942695.3 6437394)",Route_a_1_chaussee,0
369,TRONROUT0000000008082628,1911,1418,"LINESTRING (943008.3 6437238.4, 943002.2 6437239.2, 942992.1 6437244.1, 942970.9 6437260.1, 942950.4 6437277.2, 942893.8 6437311.2, 942875.6 6437317.4, 942867.3 6437315, 942857.9 6437307.7, 942846.5 6437314.7, 942822.1 6437328.4, 942781.1 6437352.7, 942745.7 6437371, 942739 6437385.8)",Route_empierree,0
370,TRONROUT0000000008082645,1912,1894,"LINESTRING (942371 6437418.3, 942400.5 6437417.1, 942436.8 6437413.2, 942462.7 6437408.9, 942498.1 6437409.3, 942511.3 6437410.2, 942532.2 6437408.6, 942556.5 6437404.4, 942583.1 6437404.5, 942624.6 6437409.9, 942651.9 6437412.7, 942668.7 6437410.9, 942686.7 6437404.9, 942695.3 6437394)",Route_a_1_chaussee,0
371,TRONROUT0000000008082651,1901,1908,"LINESTRING (942114.9 6437470.3, 942056.2 6437481.7)",Route_a_1_chaussee,0
372,TRONROUT0000000008082655,1913,1912,"LINESTRING (942342.8 6437419.8, 942350.4 6437419.2, 942371 6437418.3)",Route_a_1_chaussee,0
373,TRONROUT0000000294450611,1777,1914,"LINESTRING (941319.6 6438964.9, 941318.6 6438967.4, 941317 6438975.7, 941313 6438993.4, 941303.1 6439027.2, 941291.3 6439056.3, 941277.1 6439081.9, 941271.4 6439092.3, 941250.8 6439115, 941228 6439134, 941208.9 6439147.7, 941184.3 6439159.8, 941173.7 6439168.6, 941163.5 6439180.4, 941151.5 6439204.6, 941141 6439230.6, 941130.4 6439252.3, 941121 6439269.8, 941116.2 6439280.3, 941113.2 6439286.9, 941103.4 6439306.9, 941089 6439333.6, 941073.6 6439368.4, 941058 6439397.7, 941047.9 6439426.7, 941039.8 6439444.8, 941035.7 6439452.2, 941034 6439454, 941028.8 6439462.6)",Route_a_1_chaussee,0
374,TRONROUT0000000326576577,1915,1499,"LINESTRING (943175.4 6437295.8, 943183.1 6437298.3, 943196.9 6437296.7, 943224.3 6437285.8, 943252.2 6437268.8, 943274 6437247.8, 943286.6 6437239.6, 943309.2 6437230.8, 943333.4 6437218.8, 943361.8 6437200.8, 943389.1 6437185.1, 943406.3 6437173.2, 943434.7 6437155.4, 943451.5 6437147, 943470.6 6437141.1, 943490.9 6437136.2, 943509.8 6437135.9, 943533.8 6437139, 943568.4 6437145.3, 943611.8 6437160.3, 943636.8 6437168.5, 943655.6 6437172.9, 943682 6437172.2, 943722.7 6437164, 943754 6437158.5, 943773.2 6437153.1, 943797.4 6437135.1, 943809.9 6437128.3, 943832.1 6437122.7, 943861.1 6437116, 943887.6 6437111.9, 943904 6437110.6, 943929 6437103.2, 943945.7 6437097, 943965.9 6437087.5, 943984.1 6437076.7, 944035.4 6437039.2, 944073.5 6437010.9, 944095.6 6437002.1, 944122.9 6436996.8, 944144.8 6436991.8, 944151.4 6436988.7, 944154.5 6436985.8, 944163.8 6436983.9, 944183.4 6436989.2, 944217.2 6437004, 944244.9 6437018.8, 944286.4 6437041.4, 944303.7 6437049.9, 944324.2 6437053.5, 944342.2 6437055.1, 944374.6 6437060.5, 944398.7 6437052.7, 944413.1 6437049.4, 944429.1 6437044.7, 944447.7 6437033.7)",Route_empierree,0
375,TRONROUT0000000359076822,1916,1822,"LINESTRING (944892.2 6436821.3, 944944 6436849.1, 944978.1 6436858.6, 944994.3 6436856.8, 945011.8 6436850.8, 945041.5 6436847.6, 945052.3 6436846.2, 945059.4 6436839.4, 945071.3 6436833.4, 945100.2 6436828.7, 945132.2 6436827.5, 945164.5 6436829.5, 945211.4 6436829.5, 945221.4 6436831, 945232.5 6436833, 945240.7 6436834.5, 945249.1 6436836, 945260.9 6436837.4, 945267.3 6436837.9, 945273.9 6436838.3, 945281.6 6436839.1, 945289.5 6436839.4, 945297.2 6436839.9, 945303.8 6436839.9, 945309.8 6436838.8, 945316.2 6436835.7, 945332.6 6436826.4, 945364.9 6436800.3, 945383.6 6436786.2, 945403.2 6436774.1, 945427.7 6436756.9, 945435.7 6436751.2, 945438.8 6436747.5, 945440.7 6436743.5, 945442 6436737)",Route_empierree,0
376,TRONROUT0000002005923165,1909,1917,"LINESTRING (941687.4 6438301.3, 941687.6 6438296.8, 941688.1 6438292.4, 941688 6438280.7, 941686.2 6438271.6, 941684.8 6438263, 941684.1 6438255.4, 941683.8 6438241.8, 941684.1 6438233.9, 941687 6438222.9, 941692.2 6438209.4, 941695.5 6438201.8, 941702.6 6438173.8, 941705 6438147.6, 941705.2 6438143.1, 941705.8 6438129.6, 941708.5 6438122.3, 941716.4 6438114.5, 941719.1 6438112, 941733.2 6438099.4)",Route_a_1_chaussee,0
377,TRONROUT0000002006316678,1918,1917,"LINESTRING (941842.5 6437803.2, 941837.4 6437813.4, 941834.1 6437823.6, 941828.7 6437846, 941820.4 6437864.4, 941816.7 6437870.8, 941811.2 6437885.8, 941803.6 6437898.2, 941783.9 6437919.3, 941781.6 6437923.8, 941778.2 6437941.5, 941770.5 6437954.9, 941769.7 6437959.7, 941772 6437965.1, 941780.8 6437974.7, 941782.8 6437979.1, 941783.6 6437985, 941783.5 6437987, 941781 6437990.4, 941779.3 6438002.2, 941780.5 6438007.5, 941780.5 6438012.8, 941775.4 6438032.1, 941773.8 6438037.9, 941772.5 6438050.8, 941772.4 6438053.7, 941770.4 6438056.7, 941755.4 6438073.1, 941749.1 6438082, 941733.2 6438099.4)",Route_a_1_chaussee,0
378,TRONROUT0000002006316780,1893,1918,"LINESTRING (942060.3 6437504.2, 942055.6 6437510.2, 942053.7 6437515.2, 942049.7 6437523.1, 942045.8 6437531.2, 942037.6 6437548.5, 942034.5 6437557.1, 942032.8 6437568.3, 942025.7 6437588.5, 942008.3 6437616.4, 942005.3 6437622.1, 941996.5 6437640.6, 941989.1 6437654.5, 941973.4 6437671.3, 941964.6 6437679.5, 941959 6437688.5, 941945.6 6437724.1, 941939.1 6437738, 941928 6437749.4, 941923.7 6437752.3, 941903.9 6437761.7, 941871.6 6437781.5, 941861.1 6437785.8, 941855.9 6437786.3, 941852 6437789.4, 941844.8 6437798.9, 941842.5 6437803.2)",Route_a_1_chaussee,0
379,TRONROUT0000000008082604,1890,1868,"LINESTRING (944282.3 6437314.9, 944280.2 6437315.5, 944262.5 6437325.4, 944245.4 6437327.7, 944237.9 6437334.9, 944226.7 6437338.8, 944214.9 6437344.6, 944208 6437346.1, 944199.6 6437342.9, 944182.5 6437345.8, 944164 6437348.9, 944139.6 6437349, 944117.8 6437356.1, 944101.7 6437361, 944089.4 6437359.7, 944065.5 6437370.6, 944045.2 6437378.6, 944023.9 6437395.4, 943994.4 6437413.6, 943975.6 6437423.6, 943960.3 6437428.2, 943927.1 6437445.8, 943899.8 6437467.4, 943888.2 6437481.1, 943863.7 6437500.7, 943844.9 6437507.1, 943837.9 6437513.6, 943829.8 6437524.1, 943811.9 6437540.7, 943801.2 6437545.6, 943788.6 6437547.2, 943776.5 6437540.7, 943770.9 6437543.2, 943767.2 6437545.4, 943766.3 6437546.4, 943768.6 6437547.7, 943771 6437548.9, 943772.6 6437550, 943771.8 6437550.7, 943770.2 6437551.2, 943769.8 6437552.4, 943770.5 6437553.2, 943771.8 6437552.9, 943773.1 6437552, 943773.6 6437553.6, 943772.7 6437554.6, 943771.4 6437555.4, 943769.1 6437555.4, 943762.4 6437557.7, 943747 6437565, 943730.4 6437577.6, 943715.6 6437578.1, 943699.8 6437580.4, 943683.1 6437588.9, 943658.9 6437596.8, 943639.9 6437598.7)",Sentier,0
380,TRONROUT0000002207029542,1919,1920,"LINESTRING (945876.7 6439295.3, 945881.9 6439307, 945882.5 6439311.4, 945883 6439315.4, 945883.9 6439317.6, 945890.6 6439328.4, 945896.4 6439338.2, 945903.6 6439353.1, 945913.4 6439375.5, 945914.8 6439378, 945917.1 6439379.9, 945920.1 6439381.2, 945922.5 6439382, 945923.9 6439383, 945924.7 6439384.6, 945932.1 6439399.8, 945943.2 6439426.1, 945963.4 6439467.3)",Route_a_1_chaussee,0
381,TRONROUT0000002207029541,1921,1919,"LINESTRING (945861.6 6439262.5, 945869.6 6439281.1, 945876.7 6439295.3)",Route_a_1_chaussee,0
382,TRONROUT0000000356599939,1922,1923,"LINESTRING (945769.6 6439225.6, 945767.6 6439218.1, 945766.8 6439215.6, 945766.8 6439213.3, 945766.9 6439209.2, 945765.6 6439206.8, 945762.1 6439202, 945759.7 6439198.2, 945758.6 6439194.1, 945758.3 6439189.7, 945757.3 6439181.8, 945756.7 6439179.2, 945755 6439175.6, 945754.6 6439172.2, 945754.8 6439169.4, 945753.7 6439166.2, 945753.2 6439162.7, 945753.3 6439157.6, 945751.3 6439148.3, 945746.9 6439140.8, 945744.7 6439138, 945743.1 6439137.4, 945742.4 6439136.1, 945743.5 6439133.7, 945745.1 6439130.6, 945745 6439127.3, 945744.2 6439122.7, 945744.7 6439116.3, 945745.2 6439108.4, 945746.2 6439098.3, 945747.1 6439085.8, 945748 6439080.6, 945748.2 6439076.6, 945743.5 6439059.6, 945740.4 6439052.3, 945734.4 6439044.1, 945732.4 6439041.8, 945727.5 6439026.7, 945726.2 6439021.1, 945716.9 6439014.3)",Sentier,0
383,TRONROUT0000002207029540,1924,1410,"LINESTRING (945908.3 6439127.3, 945906.5 6439126.4, 945905 6439125.1)",Rond-point,0
384,TRONROUT0000002012604247,1925,1926,"LINESTRING (939383.7 6433270.9, 939371.4 6433327.9, 939363.8 6433360.7)",Sentier,0
385,TRONROUT0000000008084009,1927,1928,"LINESTRING (942042 6434640.1, 942046.9 6434634.2, 942055.8 6434627.9, 942059.5 6434623.6, 942064.5 6434614.9, 942070.2 6434605.6, 942076.3 6434600.2)",Sentier,0
386,TRONROUT0000000008084972,1925,1929,"LINESTRING (939383.7 6433270.9, 939393.7 6433271.6, 939398.7 6433273.6, 939400.7 6433279.7, 939404.2 6433282.1, 939410.7 6433279, 939417.8 6433270.8, 939428.9 6433268.9, 939436.9 6433267.2, 939445.6 6433260.8, 939448.3 6433256, 939459.6 6433249, 939468.7 6433243.6, 939478.7 6433235, 939484.8 6433234.9, 939493.5 6433238.9, 939501.2 6433240.5)",Sentier,0
387,TRONROUT0000002012604246,1928,1930,"LINESTRING (942076.3 6434600.2, 942085.9 6434594.3, 942085 6434581.8, 942059.1 6434569.5, 942030 6434544.8, 942000.3 6434531.8)",Sentier,0
388,TRONROUT0000002012604243,1931,1932,"LINESTRING (943561.6 6430662.3, 943548.8 6430645.4, 943548.8 6430634.1, 943541 6430633, 943541 6430622.1, 943544.2 6430611.9, 943536.1 6430607.6, 943534 6430601.3, 943526.2 6430600.9, 943522 6430594.6, 943522.7 6430578.4, 943516.4 6430565.7, 943509.3 6430551.9, 943506.5 6430539.6, 943501.9 6430532.9, 943495.9 6430530.8, 943491 6430520.2, 943495.4 6430511)",Sentier,0
389,TRONROUT0000000008083163,1933,1420,"LINESTRING (944453.8 6437040.4, 944470.5 6437018.5, 944495 6436987.1, 944510.4 6436970.8, 944534.4 6436948.5, 944575.7 6436911.2, 944596.4 6436894.9, 944626.2 6436872.9, 944664.9 6436844.9, 944682.2 6436837.8, 944708.9 6436830, 944719.1 6436822.5, 944735.5 6436804.5, 944744.6 6436798.8, 944754.3 6436795.7, 944769.3 6436794.4, 944786.7 6436796.8, 944802.3 6436803.8, 944837.1 6436826.2, 944883.6 6436853.7, 944905.1 6436864.5, 944933.2 6436881.9, 944964.3 6436912.3)",Route_a_1_chaussee,0
390,TRONROUT0000000008085510,1902,1456,"LINESTRING (938113.3 6432618.8, 938079.7 6432618.5, 938068 6432624, 938042.2 6432623.4, 938067.8 6432595.9)",Sentier,0
391,TRONROUT0000000008084977,1934,1935,"LINESTRING (938755.2 6432918, 938763.7 6432912.1)",Sentier,0
392,TRONROUT0000000008085512,1936,1937,"LINESTRING (937864.7 6432172.4, 937878.2 6432179.3, 937888.3 6432183.1, 937894.6 6432181.6, 937901.3 6432155.8, 937907.4 6432123.7, 937915.7 6432091.6, 937922.6 6432079.8, 937933.4 6432075.9, 937949.3 6432085.1)",Sentier,0
393,TRONROUT0000000008084975,1938,1934,"LINESTRING (938621.1 6432988.9, 938637.5 6432981.4, 938665.1 6432968, 938706.2 6432952.6, 938714.6 6432952.5, 938723.6 6432947.2, 938730.8 6432944.3, 938735.3 6432942.7, 938755.2 6432918)",Sentier,0
394,TRONROUT0000000008084976,1939,1934,"LINESTRING (938664.6 6432838.3, 938682.8 6432845.4, 938703.7 6432855.1, 938735.1 6432880.5, 938755.4 6432880.1, 938755.2 6432918)",Sentier,0
395,TRONROUT0000000008084978,1940,1941,"LINESTRING (936816.8 6433352, 936826.7 6433325.3, 936841.7 6433300.1, 936865.7 6433282.9, 936880 6433279.2, 936905 6433270, 936939 6433277.8, 936958.7 6433274, 936985.4 6433257.7, 937042.4 6433229.5, 936986.9 6433224.6, 936980.6 6433223.8, 936911.7 6433211, 936947.3 6433193.7, 936909.7 6433186.8, 936947 6433157.8, 936919.1 6433146.5, 936943.2 6433134.7, 936925.2 6433128.5, 936881.4 6433129.8, 936867.1 6433131.7, 936896.4 6433103.7, 936932.9 6433093.6, 936874 6433094.1, 936832.8 6433087.3, 936823.2 6433084.1)",Sentier,0
396,TRONROUT0000000008084974,1939,1938,"LINESTRING (938664.6 6432838.3, 938657 6432852.9, 938646.8 6432863.4, 938633 6432863.6, 938619.4 6432870.4, 938607.2 6432882.7, 938611.2 6432890.7, 938619.7 6432905.9, 938623.1 6432921.6, 938623.9 6432939, 938627.2 6432955.4, 938621.1 6432988.9)",Sentier,0
